saving to ./results/resnet_cifar100_binary_lr_0.0001
creating model resnet_binary
created model with configuration: {'input_size': None, 'dataset': 'cifar100'}
number of parameters: 4367100
Files already downloaded and verified
Files already downloaded and verified
training regime: {0: {'optimizer': 'Adam', 'lr': 0.0001}}
/content/BinaryNet.pytorch/models/resnet_binary.py:148: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  x = self.logsoftmax(x)
TRAINING - Epoch: [0][0/196]	Time 4.014 (4.014)	Data 0.638 (0.638)	Loss 5.1435 (5.1435)	Prec@1 1.562 (1.562)	Prec@5 5.078 (5.078)
TRAINING - Epoch: [85][20/196]	Time 0.481 (0.506)	Data 0.000 (0.039)	Loss 2.1537 (2.1119)	Prec@1 44.531 (46.224)	Prec@5 75.000 (77.195)
TRAINING - Epoch: [85][30/196]	Time 0.483 (0.498)	Data 0.000 (0.026)	Loss 2.0629 (2.1081)	Prec@1 49.609 (46.157)	Prec@5 77.344 (77.394)
TRAINING - Epoch: [85][40/196]	Time 0.482 (0.494)	Data 0.000 (0.020)	Loss 2.0707 (2.1000)	Prec@1 48.047 (46.380)	Prec@5 75.000 (77.325)
TRAINING - Epoch: [85][50/196]	Time 0.481 (0.491)	Data 0.000 (0.016)	Loss 2.1622 (2.0984)	Prec@1 47.266 (46.316)	Prec@5 76.172 (77.336)
TRAINING - Epoch: [85][60/196]	Time 0.474 (0.489)	Data 0.000 (0.013)	Loss 2.2826 (2.1065)	Prec@1 37.891 (46.075)	Prec@5 74.219 (77.094)
TRAINING - Epoch: [85][70/196]	Time 0.481 (0.488)	Data 0.000 (0.012)	Loss 2.1600 (2.1056)	Prec@1 43.750 (46.105)	Prec@5 78.516 (77.289)
TRAINING - Epoch: [85][80/196]	Time 0.479 (0.487)	Data 0.000 (0.010)	Loss 1.9935 (2.0979)	Prec@1 50.781 (46.161)	Prec@5 78.516 (77.440)
TRAINING - Epoch: [85][90/196]	Time 0.479 (0.487)	Data 0.000 (0.009)	Loss 2.0152 (2.0938)	Prec@1 49.609 (46.235)	Prec@5 76.953 (77.434)
TRAINING - Epoch: [85][100/196]	Time 0.483 (0.486)	Data 0.000 (0.008)	Loss 2.0361 (2.0904)	Prec@1 47.656 (46.330)	Prec@5 78.906 (77.541)
TRAINING - Epoch: [85][110/196]	Time 0.483 (0.486)	Data 0.000 (0.007)	Loss 2.0182 (2.0888)	Prec@1 50.000 (46.407)	Prec@5 77.344 (77.580)
TRAINING - Epoch: [85][120/196]	Time 0.481 (0.485)	Data 0.000 (0.007)	Loss 2.1013 (2.0859)	Prec@1 49.609 (46.523)	Prec@5 76.172 (77.592)
TRAINING - Epoch: [85][130/196]	Time 0.477 (0.485)	Data 0.000 (0.006)	Loss 2.1075 (2.0850)	Prec@1 41.797 (46.538)	Prec@5 78.516 (77.645)
TRAINING - Epoch: [85][140/196]	Time 0.482 (0.485)	Data 0.000 (0.006)	Loss 2.0255 (2.0845)	Prec@1 47.266 (46.554)	Prec@5 79.297 (77.696)
TRAINING - Epoch: [85][150/196]	Time 0.478 (0.484)	Data 0.000 (0.006)	Loss 2.2341 (2.0909)	Prec@1 47.656 (46.391)	Prec@5 74.219 (77.556)
TRAINING - Epoch: [85][160/196]	Time 0.479 (0.484)	Data 0.000 (0.005)	Loss 2.0365 (2.0920)	Prec@1 49.219 (46.387)	Prec@5 80.469 (77.545)
TRAINING - Epoch: [85][170/196]	Time 0.485 (0.484)	Data 0.000 (0.005)	Loss 2.1723 (2.0938)	Prec@1 44.531 (46.402)	Prec@5 75.000 (77.444)
TRAINING - Epoch: [85][180/196]	Time 0.482 (0.484)	Data 0.000 (0.005)	Loss 2.1649 (2.0923)	Prec@1 47.656 (46.487)	Prec@5 75.000 (77.430)
TRAINING - Epoch: [85][190/196]	Time 0.483 (0.484)	Data 0.000 (0.004)	Loss 2.2048 (2.0937)	Prec@1 43.359 (46.443)	Prec@5 75.781 (77.385)
EVALUATING - Epoch: [85][0/40]	Time 0.836 (0.836)	Data 0.661 (0.661)	Loss 2.0226 (2.0226)	Prec@1 50.391 (50.391)	Prec@5 77.734 (77.734)
EVALUATING - Epoch: [85][10/40]	Time 0.159 (0.228)	Data 0.000 (0.062)	Loss 2.2670 (2.2408)	Prec@1 45.703 (44.283)	Prec@5 68.750 (72.940)
EVALUATING - Epoch: [85][20/40]	Time 0.161 (0.196)	Data 0.000 (0.033)	Loss 2.1505 (2.2448)	Prec@1 42.578 (43.490)	Prec@5 76.562 (72.842)
EVALUATING - Epoch: [85][30/40]	Time 0.160 (0.184)	Data 0.000 (0.022)	Loss 2.4442 (2.2402)	Prec@1 37.500 (43.523)	Prec@5 69.922 (72.971)

 Epoch: 86	Training Loss 2.0936 	Training Prec@1 46.464 	Training Prec@5 77.380 	Validation Loss 2.2325 	Validation Prec@1 43.420 	Validation Prec@5 73.190 

TRAINING - Epoch: [86][0/196]	Time 1.124 (1.124)	Data 0.703 (0.703)	Loss 1.7964 (1.7964)	Prec@1 53.125 (53.125)	Prec@5 81.250 (81.250)
TRAINING - Epoch: [86][10/196]	Time 0.480 (0.525)	Data 0.000 (0.066)	Loss 2.1049 (2.0814)	Prec@1 47.266 (47.195)	Prec@5 75.391 (77.415)
TRAINING - Epoch: [86][20/196]	Time 0.481 (0.504)	Data 0.000 (0.035)	Loss 2.0749 (2.0911)	Prec@1 49.219 (47.228)	Prec@5 76.953 (77.232)
TRAINING - Epoch: [86][30/196]	Time 0.482 (0.497)	Data 0.000 (0.023)	Loss 2.1344 (2.0855)	Prec@1 47.266 (47.089)	Prec@5 73.438 (77.142)
TRAINING - Epoch: [86][40/196]	Time 0.488 (0.493)	Data 0.000 (0.018)	Loss 2.0427 (2.0832)	Prec@1 48.828 (47.332)	Prec@5 75.391 (77.106)
TRAINING - Epoch: [86][50/196]	Time 0.484 (0.490)	Data 0.000 (0.014)	Loss 1.9801 (2.0789)	Prec@1 49.219 (47.312)	Prec@5 79.297 (77.183)
TRAINING - Epoch: [86][60/196]	Time 0.481 (0.489)	Data 0.000 (0.012)	Loss 1.9567 (2.0784)	Prec@1 53.516 (47.278)	Prec@5 78.516 (77.158)
TRAINING - Epoch: [86][70/196]	Time 0.468 (0.488)	Data 0.000 (0.010)	Loss 2.1624 (2.0756)	Prec@1 46.875 (47.387)	Prec@5 76.562 (77.349)
TRAINING - Epoch: [86][80/196]	Time 0.476 (0.487)	Data 0.000 (0.009)	Loss 2.2625 (2.0839)	Prec@1 42.969 (47.135)	Prec@5 72.656 (77.112)
TRAINING - Epoch: [86][90/196]	Time 0.486 (0.486)	Data 0.000 (0.008)	Loss 1.8667 (2.0842)	Prec@1 50.000 (47.077)	Prec@5 82.422 (77.138)
TRAINING - Epoch: [86][100/196]	Time 0.481 (0.485)	Data 0.000 (0.007)	Loss 2.0951 (2.0855)	Prec@1 41.797 (46.972)	Prec@5 77.344 (77.181)
TRAINING - Epoch: [86][110/196]	Time 0.483 (0.485)	Data 0.000 (0.007)	Loss 1.9618 (2.0817)	Prec@1 48.828 (46.921)	Prec@5 77.734 (77.221)
TRAINING - Epoch: [86][120/196]	Time 0.477 (0.485)	Data 0.000 (0.006)	Loss 2.0253 (2.0808)	Prec@1 49.609 (46.943)	Prec@5 77.734 (77.195)
TRAINING - Epoch: [86][130/196]	Time 0.478 (0.484)	Data 0.000 (0.006)	Loss 1.9749 (2.0805)	Prec@1 45.312 (46.869)	Prec@5 80.859 (77.248)
TRAINING - Epoch: [86][140/196]	Time 0.486 (0.484)	Data 0.000 (0.005)	Loss 1.9368 (2.0819)	Prec@1 49.609 (46.878)	Prec@5 81.641 (77.183)
TRAINING - Epoch: [86][150/196]	Time 0.475 (0.483)	Data 0.000 (0.005)	Loss 2.1867 (2.0851)	Prec@1 41.797 (46.795)	Prec@5 74.219 (77.082)
TRAINING - Epoch: [86][160/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 2.1380 (2.0896)	Prec@1 41.406 (46.628)	Prec@5 76.172 (76.994)
TRAINING - Epoch: [86][170/196]	Time 0.475 (0.483)	Data 0.000 (0.004)	Loss 2.0551 (2.0926)	Prec@1 46.094 (46.519)	Prec@5 75.391 (76.965)
TRAINING - Epoch: [86][180/196]	Time 0.481 (0.483)	Data 0.000 (0.004)	Loss 2.1071 (2.0949)	Prec@1 50.391 (46.400)	Prec@5 79.297 (76.897)
TRAINING - Epoch: [86][190/196]	Time 0.471 (0.482)	Data 0.000 (0.004)	Loss 2.0476 (2.0954)	Prec@1 48.438 (46.380)	Prec@5 78.906 (76.918)
EVALUATING - Epoch: [86][0/40]	Time 0.894 (0.894)	Data 0.693 (0.693)	Loss 2.0885 (2.0885)	Prec@1 50.781 (50.781)	Prec@5 78.125 (78.125)
EVALUATING - Epoch: [86][10/40]	Time 0.159 (0.234)	Data 0.000 (0.065)	Loss 2.3028 (2.2232)	Prec@1 41.016 (44.425)	Prec@5 70.703 (73.331)
EVALUATING - Epoch: [86][20/40]	Time 0.166 (0.199)	Data 0.000 (0.034)	Loss 2.0587 (2.2175)	Prec@1 44.531 (43.843)	Prec@5 77.344 (73.065)
EVALUATING - Epoch: [86][30/40]	Time 0.159 (0.185)	Data 0.000 (0.023)	Loss 2.4701 (2.2293)	Prec@1 40.234 (43.649)	Prec@5 67.969 (72.883)

 Epoch: 87	Training Loss 2.0944 	Training Prec@1 46.408 	Training Prec@5 76.956 	Validation Loss 2.2209 	Validation Prec@1 44.050 	Validation Prec@5 73.150 

TRAINING - Epoch: [87][0/196]	Time 1.133 (1.133)	Data 0.740 (0.740)	Loss 2.1518 (2.1518)	Prec@1 44.531 (44.531)	Prec@5 72.656 (72.656)
TRAINING - Epoch: [87][10/196]	Time 0.474 (0.523)	Data 0.000 (0.068)	Loss 2.2457 (2.1183)	Prec@1 41.797 (45.348)	Prec@5 71.094 (76.278)
TRAINING - Epoch: [87][20/196]	Time 0.472 (0.501)	Data 0.000 (0.035)	Loss 2.3200 (2.1124)	Prec@1 42.188 (45.666)	Prec@5 72.656 (76.953)
TRAINING - Epoch: [87][30/196]	Time 0.482 (0.493)	Data 0.000 (0.024)	Loss 2.0488 (2.1063)	Prec@1 46.484 (45.728)	Prec@5 76.953 (76.978)
TRAINING - Epoch: [87][40/196]	Time 0.475 (0.489)	Data 0.000 (0.018)	Loss 1.9340 (2.0994)	Prec@1 51.562 (46.065)	Prec@5 82.031 (76.963)
TRAINING - Epoch: [87][50/196]	Time 0.483 (0.487)	Data 0.000 (0.015)	Loss 2.1743 (2.0908)	Prec@1 42.188 (46.377)	Prec@5 76.172 (77.091)
TRAINING - Epoch: [87][60/196]	Time 0.475 (0.486)	Data 0.000 (0.012)	Loss 2.2781 (2.0883)	Prec@1 41.016 (46.408)	Prec@5 74.219 (77.145)
TRAINING - Epoch: [87][70/196]	Time 0.480 (0.485)	Data 0.000 (0.011)	Loss 2.0508 (2.0849)	Prec@1 47.266 (46.545)	Prec@5 78.125 (77.118)
TRAINING - Epoch: [87][80/196]	Time 0.478 (0.484)	Data 0.000 (0.009)	Loss 1.9771 (2.0819)	Prec@1 49.609 (46.658)	Prec@5 79.297 (77.146)
TRAINING - Epoch: [87][90/196]	Time 0.480 (0.484)	Data 0.000 (0.008)	Loss 2.2239 (2.0861)	Prec@1 46.094 (46.514)	Prec@5 76.172 (77.138)
TRAINING - Epoch: [87][100/196]	Time 0.478 (0.483)	Data 0.000 (0.008)	Loss 2.0706 (2.0881)	Prec@1 47.266 (46.419)	Prec@5 79.297 (77.147)
TRAINING - Epoch: [87][110/196]	Time 0.478 (0.483)	Data 0.000 (0.007)	Loss 1.8910 (2.0812)	Prec@1 53.125 (46.657)	Prec@5 81.641 (77.235)
TRAINING - Epoch: [87][120/196]	Time 0.484 (0.483)	Data 0.000 (0.006)	Loss 1.9798 (2.0795)	Prec@1 51.953 (46.778)	Prec@5 80.469 (77.273)
TRAINING - Epoch: [87][130/196]	Time 0.467 (0.482)	Data 0.000 (0.006)	Loss 2.0371 (2.0826)	Prec@1 48.828 (46.684)	Prec@5 78.125 (77.195)
TRAINING - Epoch: [87][140/196]	Time 0.486 (0.482)	Data 0.000 (0.005)	Loss 2.0442 (2.0835)	Prec@1 50.781 (46.703)	Prec@5 76.562 (77.191)
TRAINING - Epoch: [87][150/196]	Time 0.476 (0.482)	Data 0.000 (0.005)	Loss 2.1620 (2.0814)	Prec@1 44.141 (46.746)	Prec@5 71.875 (77.253)
TRAINING - Epoch: [87][160/196]	Time 0.477 (0.482)	Data 0.000 (0.005)	Loss 2.0670 (2.0796)	Prec@1 47.266 (46.805)	Prec@5 76.562 (77.210)
TRAINING - Epoch: [87][170/196]	Time 0.478 (0.482)	Data 0.000 (0.005)	Loss 2.1423 (2.0779)	Prec@1 42.969 (46.836)	Prec@5 78.516 (77.209)
TRAINING - Epoch: [87][180/196]	Time 0.474 (0.481)	Data 0.000 (0.004)	Loss 2.1244 (2.0755)	Prec@1 44.922 (46.897)	Prec@5 77.344 (77.283)
TRAINING - Epoch: [87][190/196]	Time 0.468 (0.481)	Data 0.000 (0.004)	Loss 2.2522 (2.0794)	Prec@1 39.453 (46.803)	Prec@5 76.172 (77.199)
EVALUATING - Epoch: [87][0/40]	Time 0.922 (0.922)	Data 0.728 (0.728)	Loss 2.0948 (2.0948)	Prec@1 46.875 (46.875)	Prec@5 71.875 (71.875)
EVALUATING - Epoch: [87][10/40]	Time 0.158 (0.234)	Data 0.000 (0.067)	Loss 2.2342 (2.1991)	Prec@1 43.359 (44.851)	Prec@5 74.219 (74.148)
EVALUATING - Epoch: [87][20/40]	Time 0.160 (0.198)	Data 0.000 (0.035)	Loss 2.1158 (2.2132)	Prec@1 46.094 (43.917)	Prec@5 75.781 (73.791)
EVALUATING - Epoch: [87][30/40]	Time 0.158 (0.185)	Data 0.000 (0.024)	Loss 2.4871 (2.2264)	Prec@1 38.281 (43.687)	Prec@5 69.531 (73.425)

 Epoch: 88	Training Loss 2.0779 	Training Prec@1 46.846 	Training Prec@5 77.260 	Validation Loss 2.2321 	Validation Prec@1 43.710 	Validation Prec@5 73.090 

TRAINING - Epoch: [88][0/196]	Time 1.211 (1.211)	Data 0.832 (0.832)	Loss 1.9072 (1.9072)	Prec@1 50.391 (50.391)	Prec@5 83.594 (83.594)
TRAINING - Epoch: [88][10/196]	Time 0.478 (0.531)	Data 0.000 (0.077)	Loss 2.0589 (2.0700)	Prec@1 49.609 (46.946)	Prec@5 78.516 (78.196)
TRAINING - Epoch: [88][20/196]	Time 0.478 (0.505)	Data 0.000 (0.040)	Loss 2.2176 (2.0992)	Prec@1 44.531 (46.205)	Prec@5 73.438 (77.418)
TRAINING - Epoch: [88][30/196]	Time 0.477 (0.495)	Data 0.000 (0.027)	Loss 2.0884 (2.0789)	Prec@1 44.141 (46.686)	Prec@5 77.734 (77.596)
TRAINING - Epoch: [88][40/196]	Time 0.476 (0.491)	Data 0.000 (0.021)	Loss 2.0996 (2.0759)	Prec@1 47.656 (46.799)	Prec@5 75.781 (77.601)
TRAINING - Epoch: [88][50/196]	Time 0.481 (0.488)	Data 0.000 (0.017)	Loss 2.1268 (2.0753)	Prec@1 48.047 (46.906)	Prec@5 71.484 (77.551)
TRAINING - Epoch: [88][60/196]	Time 0.483 (0.486)	Data 0.000 (0.014)	Loss 1.9446 (2.0638)	Prec@1 50.781 (47.150)	Prec@5 78.125 (77.824)
TRAINING - Epoch: [88][70/196]	Time 0.476 (0.485)	Data 0.000 (0.012)	Loss 2.0333 (2.0590)	Prec@1 46.484 (47.238)	Prec@5 77.344 (78.015)
TRAINING - Epoch: [88][80/196]	Time 0.476 (0.484)	Data 0.000 (0.011)	Loss 2.1685 (2.0559)	Prec@1 44.141 (47.391)	Prec@5 74.609 (78.048)
TRAINING - Epoch: [88][90/196]	Time 0.470 (0.483)	Data 0.000 (0.009)	Loss 2.0405 (2.0591)	Prec@1 50.781 (47.309)	Prec@5 76.172 (77.979)
TRAINING - Epoch: [88][100/196]	Time 0.473 (0.482)	Data 0.000 (0.009)	Loss 2.1888 (2.0635)	Prec@1 42.188 (47.200)	Prec@5 76.172 (77.858)
TRAINING - Epoch: [88][110/196]	Time 0.477 (0.481)	Data 0.000 (0.008)	Loss 2.0942 (2.0624)	Prec@1 47.656 (47.230)	Prec@5 75.000 (77.815)
TRAINING - Epoch: [88][120/196]	Time 0.478 (0.481)	Data 0.000 (0.007)	Loss 2.1232 (2.0628)	Prec@1 46.875 (47.191)	Prec@5 75.391 (77.828)
TRAINING - Epoch: [88][130/196]	Time 0.480 (0.481)	Data 0.000 (0.007)	Loss 2.1894 (2.0664)	Prec@1 44.141 (47.194)	Prec@5 73.047 (77.699)
TRAINING - Epoch: [88][140/196]	Time 0.478 (0.480)	Data 0.000 (0.006)	Loss 1.9957 (2.0665)	Prec@1 48.047 (47.207)	Prec@5 79.688 (77.635)
TRAINING - Epoch: [88][150/196]	Time 0.477 (0.480)	Data 0.000 (0.006)	Loss 1.9575 (2.0608)	Prec@1 50.781 (47.367)	Prec@5 78.906 (77.734)
TRAINING - Epoch: [88][160/196]	Time 0.478 (0.480)	Data 0.000 (0.005)	Loss 2.0925 (2.0599)	Prec@1 46.094 (47.399)	Prec@5 77.344 (77.698)
TRAINING - Epoch: [88][170/196]	Time 0.479 (0.479)	Data 0.000 (0.005)	Loss 2.1953 (2.0590)	Prec@1 43.750 (47.355)	Prec@5 74.219 (77.702)
TRAINING - Epoch: [88][180/196]	Time 0.478 (0.479)	Data 0.000 (0.005)	Loss 1.9925 (2.0574)	Prec@1 47.656 (47.406)	Prec@5 78.906 (77.713)
TRAINING - Epoch: [88][190/196]	Time 0.476 (0.479)	Data 0.000 (0.005)	Loss 2.0322 (2.0580)	Prec@1 51.172 (47.352)	Prec@5 76.562 (77.710)
EVALUATING - Epoch: [88][0/40]	Time 0.640 (0.640)	Data 0.454 (0.454)	Loss 2.0666 (2.0666)	Prec@1 50.000 (50.000)	Prec@5 78.125 (78.125)
EVALUATING - Epoch: [88][10/40]	Time 0.159 (0.226)	Data 0.000 (0.059)	Loss 2.3224 (2.1915)	Prec@1 39.844 (44.815)	Prec@5 73.047 (74.680)
EVALUATING - Epoch: [88][20/40]	Time 0.160 (0.194)	Data 0.000 (0.031)	Loss 2.0971 (2.2076)	Prec@1 47.266 (44.271)	Prec@5 77.344 (74.479)
EVALUATING - Epoch: [88][30/40]	Time 0.158 (0.183)	Data 0.000 (0.021)	Loss 2.3770 (2.2208)	Prec@1 41.406 (43.964)	Prec@5 72.656 (74.219)

 Epoch: 89	Training Loss 2.0563 	Training Prec@1 47.394 	Training Prec@5 77.768 	Validation Loss 2.2149 	Validation Prec@1 44.190 	Validation Prec@5 74.290 

TRAINING - Epoch: [89][0/196]	Time 1.185 (1.185)	Data 0.838 (0.838)	Loss 1.9971 (1.9971)	Prec@1 49.219 (49.219)	Prec@5 76.953 (76.953)
TRAINING - Epoch: [89][10/196]	Time 0.473 (0.530)	Data 0.000 (0.078)	Loss 2.1938 (2.1150)	Prec@1 49.609 (46.768)	Prec@5 75.781 (76.101)
TRAINING - Epoch: [89][20/196]	Time 0.469 (0.504)	Data 0.000 (0.041)	Loss 2.0549 (2.1038)	Prec@1 48.047 (46.447)	Prec@5 78.516 (76.916)
TRAINING - Epoch: [89][30/196]	Time 0.476 (0.495)	Data 0.000 (0.028)	Loss 1.9310 (2.0777)	Prec@1 51.172 (47.278)	Prec@5 81.641 (77.382)
TRAINING - Epoch: [89][40/196]	Time 0.476 (0.490)	Data 0.000 (0.021)	Loss 2.1009 (2.0787)	Prec@1 46.094 (47.180)	Prec@5 78.125 (77.382)
TRAINING - Epoch: [89][50/196]	Time 0.474 (0.487)	Data 0.000 (0.017)	Loss 1.9825 (2.0732)	Prec@1 46.875 (47.227)	Prec@5 76.953 (77.535)
TRAINING - Epoch: [89][60/196]	Time 0.477 (0.485)	Data 0.000 (0.014)	Loss 2.0915 (2.0707)	Prec@1 44.531 (47.182)	Prec@5 75.781 (77.606)
TRAINING - Epoch: [89][70/196]	Time 0.473 (0.484)	Data 0.000 (0.012)	Loss 2.1606 (2.0656)	Prec@1 42.578 (47.112)	Prec@5 75.781 (77.756)
TRAINING - Epoch: [89][80/196]	Time 0.477 (0.483)	Data 0.000 (0.011)	Loss 2.0842 (2.0549)	Prec@1 48.438 (47.449)	Prec@5 78.516 (77.927)
TRAINING - Epoch: [89][90/196]	Time 0.477 (0.482)	Data 0.000 (0.010)	Loss 2.0346 (2.0552)	Prec@1 47.266 (47.403)	Prec@5 78.516 (77.915)
TRAINING - Epoch: [89][100/196]	Time 0.474 (0.481)	Data 0.000 (0.009)	Loss 1.9081 (2.0555)	Prec@1 52.344 (47.444)	Prec@5 78.906 (77.819)
TRAINING - Epoch: [89][110/196]	Time 0.481 (0.481)	Data 0.000 (0.008)	Loss 1.9998 (2.0548)	Prec@1 49.609 (47.445)	Prec@5 75.781 (77.854)
TRAINING - Epoch: [89][120/196]	Time 0.476 (0.481)	Data 0.000 (0.007)	Loss 2.0409 (2.0560)	Prec@1 50.391 (47.469)	Prec@5 75.391 (77.799)
TRAINING - Epoch: [89][130/196]	Time 0.473 (0.480)	Data 0.000 (0.007)	Loss 1.9393 (2.0555)	Prec@1 50.000 (47.525)	Prec@5 81.250 (77.794)
TRAINING - Epoch: [89][140/196]	Time 0.477 (0.480)	Data 0.000 (0.006)	Loss 2.2101 (2.0561)	Prec@1 42.188 (47.446)	Prec@5 73.828 (77.798)
TRAINING - Epoch: [89][150/196]	Time 0.475 (0.480)	Data 0.000 (0.006)	Loss 2.1452 (2.0559)	Prec@1 45.312 (47.488)	Prec@5 75.000 (77.807)
TRAINING - Epoch: [89][160/196]	Time 0.481 (0.479)	Data 0.000 (0.005)	Loss 2.0971 (2.0544)	Prec@1 46.875 (47.511)	Prec@5 77.734 (77.829)
TRAINING - Epoch: [89][170/196]	Time 0.478 (0.479)	Data 0.000 (0.005)	Loss 1.9550 (2.0545)	Prec@1 53.125 (47.503)	Prec@5 79.688 (77.828)
TRAINING - Epoch: [89][180/196]	Time 0.474 (0.479)	Data 0.000 (0.005)	Loss 1.9588 (2.0523)	Prec@1 50.391 (47.596)	Prec@5 80.469 (77.855)
TRAINING - Epoch: [89][190/196]	Time 0.478 (0.479)	Data 0.000 (0.005)	Loss 2.1225 (2.0557)	Prec@1 48.047 (47.550)	Prec@5 74.219 (77.771)
EVALUATING - Epoch: [89][0/40]	Time 0.662 (0.662)	Data 0.478 (0.478)	Loss 2.0453 (2.0453)	Prec@1 50.391 (50.391)	Prec@5 76.172 (76.172)
EVALUATING - Epoch: [89][10/40]	Time 0.158 (0.223)	Data 0.000 (0.057)	Loss 2.3102 (2.1932)	Prec@1 42.578 (45.135)	Prec@5 70.703 (74.183)
EVALUATING - Epoch: [89][20/40]	Time 0.159 (0.193)	Data 0.000 (0.030)	Loss 2.0504 (2.1964)	Prec@1 45.312 (44.754)	Prec@5 76.562 (73.903)
EVALUATING - Epoch: [89][30/40]	Time 0.158 (0.181)	Data 0.000 (0.020)	Loss 2.4235 (2.2038)	Prec@1 38.281 (44.115)	Prec@5 68.359 (73.904)

 Epoch: 90	Training Loss 2.0556 	Training Prec@1 47.570 	Training Prec@5 77.776 	Validation Loss 2.1962 	Validation Prec@1 44.400 	Validation Prec@5 74.010 

TRAINING - Epoch: [90][0/196]	Time 1.009 (1.009)	Data 0.598 (0.598)	Loss 2.0863 (2.0863)	Prec@1 42.188 (42.188)	Prec@5 79.297 (79.297)
TRAINING - Epoch: [90][10/196]	Time 0.474 (0.511)	Data 0.000 (0.056)	Loss 1.9458 (2.0617)	Prec@1 50.000 (46.555)	Prec@5 78.906 (78.445)
TRAINING - Epoch: [90][20/196]	Time 0.476 (0.495)	Data 0.000 (0.029)	Loss 2.1284 (2.0548)	Prec@1 46.484 (47.191)	Prec@5 75.000 (78.385)
TRAINING - Epoch: [90][30/196]	Time 0.484 (0.489)	Data 0.000 (0.020)	Loss 2.1420 (2.0630)	Prec@1 49.219 (47.606)	Prec@5 74.219 (78.138)
TRAINING - Epoch: [90][40/196]	Time 0.480 (0.486)	Data 0.000 (0.015)	Loss 2.0355 (2.0527)	Prec@1 49.219 (47.742)	Prec@5 78.125 (78.277)
TRAINING - Epoch: [90][50/196]	Time 0.478 (0.484)	Data 0.000 (0.012)	Loss 2.0401 (2.0521)	Prec@1 45.312 (47.664)	Prec@5 77.734 (78.355)
TRAINING - Epoch: [90][60/196]	Time 0.476 (0.482)	Data 0.000 (0.010)	Loss 2.1042 (2.0536)	Prec@1 50.781 (47.439)	Prec@5 76.953 (78.343)
TRAINING - Epoch: [90][70/196]	Time 0.479 (0.481)	Data 0.000 (0.009)	Loss 2.1387 (2.0519)	Prec@1 43.750 (47.403)	Prec@5 76.562 (78.334)
TRAINING - Epoch: [90][80/196]	Time 0.477 (0.481)	Data 0.000 (0.008)	Loss 2.0771 (2.0424)	Prec@1 45.703 (47.565)	Prec@5 78.125 (78.487)
TRAINING - Epoch: [90][90/196]	Time 0.475 (0.480)	Data 0.000 (0.007)	Loss 1.9805 (2.0412)	Prec@1 49.219 (47.618)	Prec@5 77.734 (78.425)
TRAINING - Epoch: [90][100/196]	Time 0.476 (0.480)	Data 0.000 (0.006)	Loss 1.8703 (2.0379)	Prec@1 54.297 (47.768)	Prec@5 82.031 (78.508)
TRAINING - Epoch: [90][110/196]	Time 0.476 (0.479)	Data 0.000 (0.006)	Loss 2.2360 (2.0417)	Prec@1 42.578 (47.836)	Prec@5 73.438 (78.399)
TRAINING - Epoch: [90][120/196]	Time 0.472 (0.479)	Data 0.000 (0.005)	Loss 2.2292 (2.0491)	Prec@1 45.703 (47.634)	Prec@5 74.219 (78.151)
TRAINING - Epoch: [90][130/196]	Time 0.475 (0.479)	Data 0.000 (0.005)	Loss 2.0674 (2.0507)	Prec@1 48.047 (47.531)	Prec@5 76.562 (78.086)
TRAINING - Epoch: [90][140/196]	Time 0.485 (0.479)	Data 0.000 (0.005)	Loss 2.1641 (2.0500)	Prec@1 42.969 (47.537)	Prec@5 76.953 (78.125)
TRAINING - Epoch: [90][150/196]	Time 0.474 (0.478)	Data 0.000 (0.004)	Loss 2.0981 (2.0510)	Prec@1 42.188 (47.475)	Prec@5 79.688 (78.125)
TRAINING - Epoch: [90][160/196]	Time 0.478 (0.478)	Data 0.000 (0.004)	Loss 1.9856 (2.0463)	Prec@1 47.266 (47.557)	Prec@5 78.906 (78.161)
TRAINING - Epoch: [90][170/196]	Time 0.478 (0.478)	Data 0.000 (0.004)	Loss 2.0305 (2.0458)	Prec@1 45.703 (47.510)	Prec@5 79.297 (78.164)
TRAINING - Epoch: [90][180/196]	Time 0.481 (0.478)	Data 0.000 (0.004)	Loss 2.1293 (2.0500)	Prec@1 44.922 (47.395)	Prec@5 75.391 (78.041)
TRAINING - Epoch: [90][190/196]	Time 0.486 (0.478)	Data 0.000 (0.003)	Loss 2.1215 (2.0494)	Prec@1 48.047 (47.427)	Prec@5 74.219 (78.053)
EVALUATING - Epoch: [90][0/40]	Time 0.770 (0.770)	Data 0.571 (0.571)	Loss 1.9088 (1.9088)	Prec@1 49.219 (49.219)	Prec@5 81.250 (81.250)
EVALUATING - Epoch: [90][10/40]	Time 0.159 (0.226)	Data 0.000 (0.054)	Loss 2.3211 (2.1799)	Prec@1 39.062 (45.099)	Prec@5 73.828 (74.467)
EVALUATING - Epoch: [90][20/40]	Time 0.159 (0.194)	Data 0.000 (0.028)	Loss 2.1359 (2.1743)	Prec@1 45.312 (45.145)	Prec@5 75.781 (74.572)
EVALUATING - Epoch: [90][30/40]	Time 0.159 (0.183)	Data 0.000 (0.019)	Loss 2.3393 (2.1848)	Prec@1 42.578 (44.758)	Prec@5 71.875 (74.370)

